image_name| comment_number| comment
218342358.jpg| 4| A cyclist wearing a red helmet is riding on the pavement .
2183468990.jpg| 0| A newlywed couple kiss while they cut the wedding cake .
2183468990.jpg| 1| Bride and groom kissing near a white wedding cake .
2183468990.jpg| 2| Newlyweds kiss by their wedding cake .
2183468990.jpg| 3| Newlywed couple sharing a kiss .
2183468990.jpg| 4| a nice newlywed couple .
2183877589.jpg| 0| View of a highway and feeder road with light traffic and a two road workers with their parked truck .
2183877589.jpg| 1| Two men wearing yellow and orange vests working by a highway exit sign .
2183877589.jpg| 2| Highway workers examining the ground on a highway .
2183877589.jpg| 3| A white truck is parked on the side of a highway .
2183877589.jpg| 4| Cars are taking an exit down the highway .
2183967273.jpg| 0| A dog in a living room laying on a stuffed animal with a television in the background .
2183967273.jpg| 1| A brown and black dog laying on a gray plushie in front of a TV showing breaking news .
2183967273.jpg| 2| Dog climbing on stuffed animals indoors , background TV shows breaking news .
2183967273.jpg| 3| A small dog laying on a stuffed animal in front of a TV
2183967273.jpg| 4| A small dog grinding against a stuffed animal .
218428071.jpg| 0| A blond-haired man with glasses wears a makeshift cape while pointing up .
218428071.jpg| 1| White man with American Flag cape and glasses stands in a group of people
218428071.jpg| 2| A man in a flag had one finger up while walking past the camera .
218428071.jpg| 3| People gathered on the street smiling and waving .
218428071.jpg| 4| A man wrapped in a flag walks down the street .
218437159.jpg| 0| A man in a gray sweater is eating a sandwich with meat .
218437159.jpg| 1| A man in a gray jacket is eating a sandwich .
218437159.jpg| 2| A man in a gray jacket eating a sandwich .
218437159.jpg| 3| A man in a sweatshirt eating a sandwich .
218437159.jpg| 4| A young man is eating a sandwich .
218442982.jpg| 0| A man standing in a suit wearing glasses while holding a piece of paper inside a tent .
218442982.jpg| 1| A man in a tuxedo and glasses is reading from a piece of paper in front of others .
218442982.jpg| 2| A man with glasses standing wearing a suit and bowtie holding a piece of paper .
218442982.jpg| 3| A man in formal wear and glasses gives a speech he has written down .
218442982.jpg| 4| A speaker is giving a speech at a formal event .
2184664834.jpg| 0| Two construction workers stand outside of their vehicle on the side of the highway .
2184664834.jpg| 1| Two construction workers walking along the highway .
2184664834.jpg| 2| Two construction workers doing their job .
2184664834.jpg| 3| Construction workers examining a problem .
2184664834.jpg| 4| Highway workers checking on roadwork .
2184817596.jpg| 0| A young woman with blond-hair and a pink Dior t-shirt checking under the cash drawer .
2184817596.jpg| 1| A young woman in a white Dior t-shirt lifting a silverware drawer in a kitchen .
2184817596.jpg| 2| A woman wearing a white top with Dior on front holding the cash register till
2184817596.jpg| 3| A woman in a white shirt holding a cash drawer .
2184817596.jpg| 4| A woman in a white shirt is in a kitchen .
218483471.jpg| 0| An African woman is standing carrying multiple bags using a plate rested on her head .
218483471.jpg| 1| A black woman balancing a large platter on her head that has many bagged items on it .
218483471.jpg| 2| A lady with a jar in her hand and a tray with black bags on top of her head .
218483471.jpg| 3| A woman is balancing several items on her head that are in bags .
218483471.jpg| 4| A woman in a white tank top balancing bags on her head .
2184898283.jpg| 0| A large group of children in matching red vests and large fake noses yell .
2184898283.jpg| 1| Many children are gathered outside with toy noses on and are shouting .
2184898283.jpg| 2| A group of children are wearing red vest and some have balloons .
2184898283.jpg| 3| A group of children wearing false noses pose for a camera shot .
2184898283.jpg| 4| A crowd of children wearing red are cheering
2185255150.jpg| 0| An indian looking girl in a green jacket with California written on it is pulling back on a slingshot .
2185255150.jpg| 1| A native girl in a green shirt readies a slingshot .
2185255150.jpg| 2| A native girl showing a slingshot to the camera .
2185255150.jpg| 3| A young girl wearing green is playing outside .
2185255150.jpg| 4| A young woman smiling holding a slingshot .
2185325305.jpg| 0| A group of children sit on the floor and work on a project contained in a black garbage bag .
2185325305.jpg| 1| Four girls sitting around a black plastic bag full of fabric .
2185325305.jpg| 2| a group of children sit together and work on arts and crafts .
2185325305.jpg| 3| A group of children gather around a black garbage bag .
2185325305.jpg| 4| Children doing arts and crafts .
2185509485.jpg| 0| A man in a yellow shirt and blue jeans is passed out , sleeping , dead or resting his eyes on a sidewalk .
2185509485.jpg| 1| Man in yellow shirt and jeans laying on the pavement .
2185509485.jpg| 2| a man in a yellow shirt is laying on the sidewalk .
2185509485.jpg| 3| A man in a yellow shirt laying on the ground .
2185509485.jpg| 4| A man is lying on the sidewalk .
218553496.jpg| 0| This local musical ensemble stands for their final performance of the day . in a gazebo in a park .
218553496.jpg| 1| A crowd of people watch a band wearing red perform outdoors .
218553496.jpg| 2| A crowd enjoying a musical band outdoors on a beautiful day .
218553496.jpg| 3| A crowd watches a band wearing red shirts perform outside .
218553496.jpg| 4| A band playing in the park .
218556922.jpg| 0| A group of men of various ages wearing glasses while holding instruments and looking at sheet music .
218556922.jpg| 1| The clarinet section of a concert band sitting outside , of various age .
218556922.jpg| 2| Several people waiting to play musical instruments
218556922.jpg| 3| A picture of the clarinet section of a band .
218556922.jpg| 4| Musicians together in an orchestra .
2185734339.jpg| 0| A young girl dressed in a purple leotard , practicing on a gymnastics balance beam .
2185734339.jpg| 1| A young girl sitting on a pummel horse and straddling it with her legs .
2185734339.jpg| 2| A young female gymnast wearing purple competes on the balance beam .
2185734339.jpg| 3| A focused young girl performs her routine on the balance beam .
2185734339.jpg| 4| A Girl straddling a balance beam .
2185793891.jpg| 0| A baby in a red shirt is crying while an adult holding the baby mocks it .
2185793891.jpg| 1| A woman is holding onto a baby that looks like he 's about to cry .
2185793891.jpg| 2| A baby wearing red begins to cry as a woman makes a face at it .
2185793891.jpg| 3| a little baby cries in his moms arms .
2185793891.jpg| 4| A baby cries in a woman 's arms .
2186087673.jpg| 0| A child leans on an adult 's lap while peaking underneath a table at a booth .
2186087673.jpg| 1| A boy is laying his head on the lap of the person who is sitting at a desk .
2186087673.jpg| 2| A view from under a table of a young boy laying in an older person 's lap .
2186087673.jpg| 3| A boy leaning against somebody on a booth seat looking under the table .
2186087673.jpg| 4| A little boy lying down looking under a table .
218610963.jpg| 0| A woman is attempting to care for two children at once .
218610963.jpg| 1| This woman is showing us the meaning of multitasking .
218610963.jpg| 2| A mother is feeding two infants .
218610963.jpg| 3| A woman is feeding two babies .
218610963.jpg| 4| A mom is feeding two babies .
2186139563.jpg| 0| A white dog chases a red ball in the yard of a building across the way from a barn .
2186139563.jpg| 1| A white and brown dog is catching a red ball in its mouth .
2186139563.jpg| 2| A small dog runs to catch a ball .
2186139563.jpg| 3| Little dog chases ball at farm
2186139563.jpg| 4| a dog chases a red ball .
218620913.jpg| 0| A vendor wearing an apron at an outdoor market is holding his hands behind his back with a cigarette between his fingers .
218620913.jpg| 1| A foreign market stall owner milling around , waiting for his next customer .
218620913.jpg| 2| A man is standing a watching people on the street .
218620913.jpg| 3| A man in an apron smokes behind his market booth .
218620913.jpg| 4| Man in brown shirt wearing white apron .
2186277673.jpg| 0| Multi-racial children running on a sports field .
2186277673.jpg| 1| A group of young girls are running in a field .
2186277673.jpg| 2| A group of young children at play in a field .
2186277673.jpg| 3| People running or walking on a field .
2186277673.jpg| 4| A group of young girls running .
2186361690.jpg| 0| Little boy in walking shorts and sweater , on the sidewalk with his hat turned around backward .
2186361690.jpg| 1| A young boy in a red cap catching up with his friends .
2186361690.jpg| 2| A child runs on a dirt path along the street .
2186361690.jpg| 3| A small boy in an orange hat running .
2186361690.jpg| 4| a little boy plays at the zoo .
2186367337.jpg| 0| A dark brown dog running on a muddy beach , a person in yellow pants following him .
2186367337.jpg| 1| A dog running and jumping in the mud , with a person walking behind it .
2186367337.jpg| 2| A dog runs on wet sand as a man in yellow pants walks further back .
2186367337.jpg| 3| a black dog runs through the black mud .
2186367337.jpg| 4| A dirt dog runs down a muddy shore .
2187222896.jpg| 0| A boy in a red shirt with stripes standing near a blue , brick wall with handicap signs .
2187222896.jpg| 1| a boy in a red shirt , in front of a long blue wall , raises his eyebrow at the camera
2187222896.jpg| 2| An African American boy stands in front of a blue building in the handicapped space .
2187222896.jpg| 3| The boy in the red shirt is next to a blue wall .
2187222896.jpg| 4| The boy in the orange shirt looks backwards .
2187356302.jpg| 0| A person in sarong walks toward several blue outdoor umbrellas while carrying a tan bag .
2187356302.jpg| 1| A man in a red robe and sandals is walking past a small food stand .
2187356302.jpg| 2| A man dressed in a red robe is walking down the sidewalk .
2187356302.jpg| 3| A man is about to walk beneath a Nescafe Ice umbrella .
2187356302.jpg| 4| A monk is walking through the city .
2187503678.jpg| 0| Orange building in the woods surrounded by trees with white dog running away from it .
2187503678.jpg| 1| A little orange cabin with a white dog running near it in the woods .
2187503678.jpg| 2| The white dog is running on the grass near a small house .
2187503678.jpg| 3| White dog running away from the orange colored house .
2187503678.jpg| 4| A dog runs through the woods near a cottage .
2187720319.jpg| 0| A black dog with white paws jumping from a bale of hay .
2187720319.jpg| 1| A black dog with white paws is jumping on hay bales .
2187720319.jpg| 2| A black dog is leaping from a cylindrical hay bale .
2187720319.jpg| 3| Black dog jumps from hay ball to hay ball .
2187720319.jpg| 4| A black dog jumps over rolled hay .
2187904131.jpg| 0| Skiiers are walking through the snow near the mountains .
2187904131.jpg| 1| The skiers are in front of the lodge .
2187904131.jpg| 2| two people ski in the mountains .
2187904131.jpg| 3| Skiiers moving along a trail .
2187904131.jpg| 4| Some skiers at a resort .
2188171629.jpg| 0| An attendant is taking a break reading a newspaper at his desk overseeing chicken coops .
2188171629.jpg| 1| The man is comfortable sleeping knowing his chickens will sound the alarm .
2188171629.jpg| 2| A man is sleeping in a chair surrounded by numerous chickens in crates .
2188171629.jpg| 3| A man is sleeping amongst dozens of chickens locked in cages .
2188171629.jpg| 4| A man appears to be sleeping in a warehouse of chickens .
2188192752.jpg| 0| A group of people look to the side and a boy starts to run .
2188192752.jpg| 1| A boy runs past a group of people with balloons in a race .
2188192752.jpg| 2| A boy runs while another family is standing by .
2188192752.jpg| 3| A boy runs in a race while onlookers watch .
2188192752.jpg| 4| A young boy is running a race .
2188535529.jpg| 0| A large group of people that look korean riding on a train in the middle of the wilderness during the fall .
2188535529.jpg| 1| A gray train with purple and blue stripes moves down a rusty track through trees .
2188535529.jpg| 2| A train carrying passengers makes its way along the tracks among the woods .
2188535529.jpg| 3| View of a passenger train through some leafless tree limbs .
2188535529.jpg| 4| Train is boarded with many passengers .
218854747.jpg| 0| A girl with a purple stuffed animal and a boy wearing a necklace are walking down a street .
218854747.jpg| 1| A boy and a girl with a stuffed pink bear walk along the sidewalk .
218854747.jpg| 2| Children walking together with a purple and gold stuffed animal .
218854747.jpg| 3| Two friends walk down the street with a stuffed animal .
218854747.jpg| 4| Two children are jogging down the sidewalk .
2188599628.jpg| 0| A person in a black jacket is grabbing a boy 's shoulder to stop him from backing into the road while a silver Mini is driving by .
2188599628.jpg| 1| Two persons in hooded coats on a street while a mini cooper car drives by .
2188599628.jpg| 2| A person in a black coat pulling a kid out of the road .
2188599628.jpg| 3| A man in a blue coat grabbing a young boy 's shoulder .
2188599628.jpg| 4| A Car speeding past 2 pedestrians near a Metal Pole .
2188688248.jpg| 0| Several people at a ski area with the pine trees and a large snowy mountain in the background .
2188688248.jpg| 1| Skiers are on the snow near to the resort buildings below the mountain range .
2188688248.jpg| 2| A shot of a ski resort next to a mountain .
2188688248.jpg| 3| People skiing down a slope .
2188688248.jpg| 4| a ski resort
2188790173.jpg| 0| A little boy stands behind a tree wearing a hooded sweater and smiles for the camera .
2188790173.jpg| 1| Young boy wearing a hood , smiling and hiding behind a tree .
2188790173.jpg| 2| Small child playing peek-a-boo behind a tree in a park .
2188790173.jpg| 3| A young Asian child is smiling from around the tree .
2188790173.jpg| 4| A smiling child is standing behind a tree .
2189181027.jpg| 0| A black dog running along the sandy shoreline of a body of water while two ducks swim nearby .
2189181027.jpg| 1| A dog runs along the shore of a pond with two elegant geese swimming .
2189181027.jpg| 2| Dog running on shore beside two geese in water
2189181027.jpg| 3| A black dog running along the water
2189181027.jpg| 4| A dog and two birds .
2189627515.jpg| 0| A person carrying a child piggyback style on a beach chasing a frisbee rolling toward the water .
2189627515.jpg| 1| A frisbee rolls into the ocean as two people , one being carried by the other , chase after it .
2189627515.jpg| 2| A man is giving a young man a piggyback ride while looking out towards the ocean waves .
2189627515.jpg| 3| One is running after a frisbee with another individual riding piggyback .
2189627515.jpg| 4| A man is playing on the beech with a child .
2189721750.jpg| 0| A man in a black uniform is preparing to kick a soccer ball during a game .
2189721750.jpg| 1| Soccer players warming up on the field before a game .
2189721750.jpg| 2| A soccer team is warming up before a match .
2189721750.jpg| 3| A soccer team is warming up on the pitch .
2189721750.jpg| 4| A soccer team in a stadium warming up .
2189995738.jpg| 0| Children are playing and swimming in a boy of water with a footbridge in the background .
2189995738.jpg| 1| At least 4 people swim in shallow water that grows deeps towards a bridge .
2189995738.jpg| 2| Kids playing in the water in front of a wooden bridge .
2189995738.jpg| 3| Two children playing in a river near a wooden bridge .
2189995738.jpg| 4| Two children playing in a lake
2190006822.jpg| 0| Young shirtless man and asian woman jump up from a shallow rock at the shore with boats moored in the background
2190006822.jpg| 1| One man , shirtless , and a woman , clothed , jumping in the water .
2190006822.jpg| 2| A man and woman holding hands are jumping into the water .
2190006822.jpg| 3| A man and a woman jumping around and splashing .
2190006822.jpg| 4| Together jumping off a rock into the water .
2190137367.jpg| 0| A man in a striped shirt tugging something away from a dog .
2190137367.jpg| 1| An man plays with a little dog with a plush toy .
2190137367.jpg| 2| A man tries to get a toy away from a small dog .
2190137367.jpg| 3| The man is playing with the shaggy little dog .
2190137367.jpg| 4| A man playing with a small dog .
2190227737.jpg| 0| A woman stands in a field surrounded by three attentive gray dogs .
2190227737.jpg| 1| Three brown dogs are jumping up at the woman wearing blue .
2190227737.jpg| 2| A girl holds something while three dogs beg .
2190227737.jpg| 3| The woman and three dogs are in a field .
2190227737.jpg| 4| Three gray dogs jump at a woman .
219070971.jpg| 0| A man is looking on as another man attempts to climb a small boulder with his dirt bike .
219070971.jpg| 1| A man in red on a dirt bike struggles up a rock while another man in red watches .
219070971.jpg| 2| A red-clad man rides a bike through rocky ground while another man looks on
219070971.jpg| 3| A dirt biker pushes his motorcycle up a rock while another rider watches .
219070971.jpg| 4| A man in red pushes his motocross bike up a rock .
2190899457.jpg| 0| A woman and two gentlemen are taking a stroll along the beach , as the woman talks on her cellphone one of the men takes her picture .
2190899457.jpg| 1| A group of people are in a dirt mount , one person is talking on the one , one is taking a picture , and one is jumping in the air .
2190899457.jpg| 2| A person is jumping of a short mound in an arid setting while being filmed while another person is talking on their cellphone .
2190899457.jpg| 3| People are being photographed while mountain climbing or hiking .
2190899457.jpg| 4| Men on a canoe ride in the river .
2190966429.jpg| 0| His wife is telling him he needs to eat healthier and he is arguing that all the healthy food tastes gross .
2190966429.jpg| 1| An old man in a brown jacket with white hair and a beard talks to an old woman .
2190966429.jpg| 2| An older man speaks to an older woman in Fairway grocery store .
2190966429.jpg| 3| An overweight individual is leaning over a market counter .
2190966429.jpg| 4| An older couple are standing by a Fairway shopping cart .
219123214.jpg| 0| A person covered partially with a pink blanket sleeps as a gray and white cat sleeps on the floor nearby .
219123214.jpg| 1| A girl in a blue and white shirt sleeps on a green pillow , while a cat naps beneath the bed .
219123214.jpg| 2| A woman is sleeping with a pink blanket while a black and white cat sleep on the floor .
219123214.jpg| 3| A girl sleeps on a couch while cats sleep near her on the floor .
219123214.jpg| 4| A young man sleeping next to a dog .
2191329761.jpg| 0| The white dog has a blue shirt on and is behind a black dog with a rellow shirt on .
2191329761.jpg| 1| Dogs racing at the racetrack .
2191329761.jpg| 2| Horse number 8 is racing
2191329761.jpg| 3| Dogs race on a track .
2191329761.jpg| 4| Dogs racing in dirt .
2191453879.jpg| 0| Little boy in blue shirt and gray shorts running at a park .
2191453879.jpg| 1| A little boy in shorts and blue t-shirt runs on the grass .
2191453879.jpg| 2| A boy running through a grassy area in a park .
2191453879.jpg| 3| A boy with red shoes runs across a field .
2191453879.jpg| 4| A young boy running on a field
2191522758.jpg| 0| Two girls , one in a red shirt and one in a black shirt , run down a winding mountain road .
2191522758.jpg| 1| Two girls running down a tree lined road , where they see two sheep .
2191522758.jpg| 2| Two girls are running down a country road toward a blue sky .
2191522758.jpg| 3| Two sisters on a country road chasing sheep .
2191522758.jpg| 4| Two children skip down a scenic road .
2191566772.jpg| 0| A woman dressed in black looking perplexed and a woman in a red jacket offering to help her .
2191566772.jpg| 1| Two ladies on a sidewalk in a town and one is checking her camera .
2191566772.jpg| 2| One woman looks at a camera while another reaches toward her .
2191566772.jpg| 3| Two women with jackets standing on a sidewalk .
2191566772.jpg| 4| Two older women stand on a sidewalk .
2191572962.jpg| 0| Three young women are playing near a car during a snowfall .
2191572962.jpg| 1| Three people playing in the snow near the back of a car .
2191572962.jpg| 2| Three people are standing outside while it is snowing .
2191572962.jpg| 3| A group of young people are playing in falling snow .
2191572962.jpg| 4| girls playing in snow on the hood of a car
2191598990.jpg| 0| A navy wearing a gray sweatshirt and blue jeans is laying on a full build bid with another girl who is wearing a black sweater white belts with studs and black jeans
2191598990.jpg| 1| Two girls , wearing their street clothes , are laying on a pulled out sofa-bed .
2191598990.jpg| 2| Two girls are sleeping on a floor mat in an apartment or house .
2191598990.jpg| 3| two girls are laying down together on a couch
2191598990.jpg| 4| Two girl in hoodies lay on a bed .
2191779063.jpg| 0| Two young adult men , one with a brown shirt , and one with a white and pink striped shirt , are sitting in a room with a computer .
2191779063.jpg| 1| A young man wearing a pink and white striped shirt is sitting next to a young man wearing a brown shirt .
2191779063.jpg| 2| A couple of Indians sitting in front of a computer .
2191779063.jpg| 3| Two dark-skinned man sit beside the computer .
2191779063.jpg| 4| Two men are sitting in front of a computer
2191783475.jpg| 0| Two young men siting on a wooden couch are talking to one another .
2191783475.jpg| 1| Two men are sitting on a couch , conversing with one another .
2191783475.jpg| 2| Two men with black hair talking on a couch .
2191783475.jpg| 3| Two Indian men have a conversation
2191783475.jpg| 4| Two men are sitting on a couch .
2191788665.jpg| 0| A man with black hair and wearing a green shirt is scratching his head .
2191788665.jpg| 1| The man is looking to the left while putting his hand behind is head .
2191788665.jpg| 2| An Indian man is scratching the back of his head while thinking .
2191788665.jpg| 3| A young man wearing a red bracelet scratching his head .
2191788665.jpg| 4| A person is sitting and catch his hairs in his hand .
2191896524.jpg| 0| A man is talking into a microphone , there is a boy in the background , a man is playing a keyboard and is wearing a camouflaged jacket .
2191896524.jpg| 1| An african american gentleman is playing the piano and singing into a microphone while being watched by a young boy .
2191896524.jpg| 2| A man is singing into a microphone whilst playing the keyboard , as a young child looks in from the background .
2191896524.jpg| 3| A man is playing the keyboard and singing into a microphone while a young boy watches .
2191896524.jpg| 4| A black man in an army jacket playing the keyboard and singing .
2192026581.jpg| 0| Many children are playing and swimming in the water .
2192026581.jpg| 1| A group of youngsters swim in lake water
2192026581.jpg| 2| Several people swim in a body of water .
2192026581.jpg| 3| A bunch of people swimming in water .
2192026581.jpg| 4| A group of children in the ocean .
2192131110.jpg| 0| This girl is having so much fun on the swing !
2192131110.jpg| 1| A lady is swinging and smiling .
2192131110.jpg| 2| A person swinging on a swing
2192131110.jpg| 3| kid swinging on a swing
2192131110.jpg| 4| Person on swing
2192333873.jpg| 0| a young boy falling down into the snow with another boy in the background
2192333873.jpg| 1| A boy is flying down a snow covered slope on his sled .
2192333873.jpg| 2| A boy watches another person falling in the snow .
2192333873.jpg| 3| Two children play in the snow with a sled .
2192333873.jpg| 4| A snowboarder crashes into another .
2192411521.jpg| 0| A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .
2192411521.jpg| 1| Man in blue shirt and black cap riding bike down street flashing peace sign
2192411521.jpg| 2| A man holds an object with his hand while riding his bike down the street .
2192411521.jpg| 3| A man with long hair riding a bicycle gives the peace sign .
2192411521.jpg| 4| A man bicycles down the street and points his finger
2192436502.jpg| 0| A man with jeans , black sneakers , a belt , and dreadlocks is jumping and creating a shadow on the wall next to him .
2192436502.jpg| 1| A young man with dreadlocks jumps high in the air near a wall .
2192436502.jpg| 2| An athletic young man performs a high jump near a wall .
2192436502.jpg| 3| A punk looking man with dreadlocks jumps near a wall .
2192436502.jpg| 4| A man in a studded belt making a shadow on a wall .
2192475933.jpg| 0| A boy wearing a black wetsuit stands on a crowded beach .
2192475933.jpg| 1| A boy is wearing a wetsuit on a crowded beach .
2192475933.jpg| 2| A boy in a wetsuit on a crowded beach
2192475933.jpg| 3| a boy wears a wetsuit at the beach .
2192475933.jpg| 4| child wearing a hat at the beach
2192547226.jpg| 0| A neatly lined group of military men has weapons held to their chest .
2192547226.jpg| 1| A group of men are standing in lines with their guns on their side .
2192547226.jpg| 2| Here is a picture of an army standing in one row and on an island .
2192547226.jpg| 3| Soldiers lined up outside near palm trees with guns raised .
2192547226.jpg| 4| Military men standing in a line .
2192573.jpg| 0| A man and a woman are laughing at something they are watching on a computer .
2192573.jpg| 1| a woman drinks a beer as a man shows her something on his laptop
2192573.jpg| 2| Woman and man looking at something funny on a laptop screen .
2192573.jpg| 3| Two people are laughing and looking at a computer screen .
2192573.jpg| 4| A young man and woman are laughing and drinking a beer .
2192802444.jpg| 0| People walking on an old wooden bridge over the water , one of them is a toddler , while others play under the bridge
2192802444.jpg| 1| a group of mostly nude children playing on a bridge over some water .
2192802444.jpg| 2| A group of young boys , one naked , play around a rickety bridge .
2192802444.jpg| 3| Children climbing and standing on a wooden bridge over water .
2192802444.jpg| 4| There are naked children playing on a wood bridge .
219288082.jpg| 0| A white-haired man reclines in a seat pad on a boat 's deck , reading a book .
219288082.jpg| 1| An elderly man wearing glasses is sitting on a boat and reading a book .
219288082.jpg| 2| A man sitting on a boat being watched by police officers .
219288082.jpg| 3| Man sitting on deck reading on boat , with white hair .
219288082.jpg| 4| An older man reading a book while sitting on a boat .
2193001254.jpg| 0| A man wearing a white cap is drinking water with lemon at a table next to a mirror that shows a server and three more seated customers .
2193001254.jpg| 1| A man sits and drinks a drink with other people in the background .
2193001254.jpg| 2| A man drinks from a glass while sitting at a table .
2193001254.jpg| 3| A man in a white hat takes a drink .
2193001254.jpg| 4| Customers dining at a restaurant .
219301553.jpg| 0| A group of people are wading though a stream between steep rocky cliffs .
219301553.jpg| 1| Several people wading in the water at the bottom of a ravine .
219301553.jpg| 2| Several people are wading in a river in a deep gorge .
219301553.jpg| 3| a group of people are crossing a river
219301553.jpg| 4| People wading in a river .
219301555.jpg| 0| A woman dressed in shorts and a t-shirt walking in shallow water in front of a waterfall .
219301555.jpg| 1| An extremely wet woman is wading in front of a waterfall .
219301555.jpg| 2| Wet woman walking through water near a large waterfall .
219301555.jpg| 3| A woman wading through a pool in front of a waterfall .
219301555.jpg| 4| The lady is walking through the water .
2193223202.jpg| 0| On the ground a boy in a red sweatshirt is leaning over holding a football and two other kids .
2193223202.jpg| 1| Several boys are playing football in the grass .
2193223202.jpg| 2| Three kids are resting after playing football
2193223202.jpg| 3| A boy takes a football from another boy .
2193223202.jpg| 4| three boys play football in the grass .
2193223637.jpg| 0| A woman uses a cane to help while walking and nearby there is a unicycle .
2193223637.jpg| 1| Woman walking in the rain and unicycle standing next to a pole .
2193223637.jpg| 2| A old lady with a cane is crossing the street in the rain .
2193223637.jpg| 3| Old lady crossing the street , while getting rained on .
2193223637.jpg| 4| An old woman walks across the street with a cane .
219357394.jpg| 0| A man and a lady are sitting on a bench looking at the surrounding place in a cliff .
219357394.jpg| 1| Two people are sitting on a bench while one of them is holding a phone to his ear .
219357394.jpg| 2| Man on a cellphone sitting with a woman overlooking the land .
219357394.jpg| 3| Two people are enjoying a scenic view from a park bench .
219357394.jpg| 4| A guy and a girl are sitting on a bench on an overlook .
2193980605.jpg| 0| A group of six people have jumped into the air in the middle of nowhere and one is catching a ball .
2193980605.jpg| 1| A group of people are jumping into the air with their arms held high .
2193980605.jpg| 2| Six people are jumping in the air , one of them throwing a ball .
2193980605.jpg| 3| A group of people in a desert jumping , one throwing a ball .
2193980605.jpg| 4| Six people jump for ball .
2194167019.jpg| 0| Brown-haired woman turning head fast making hair whip around .
2194167019.jpg| 1| a woman with long brown hair walking through a crowd .
2194167019.jpg| 2| A person with brown hair stands in a group .
2194167019.jpg| 3| A young lady turning away from camera .
2194167019.jpg| 4| A messy haired girl in a club .
2194194725.jpg| 0| A small redheaded child wearing a blue shirt is sitting on a sidewalk at the beach overlooking a body of water .
2194194725.jpg| 1| A redheaded child sits looking through a railing at the water while people play on the beach in a distance .
2194194725.jpg| 2| An individual sitting on the dock at the beach looking at the ocean .
2194194725.jpg| 3| A young boy is sitting on the ground staring at the ocean .
2194194725.jpg| 4| A boy is sitting on the pier watching the water .
2194283350.jpg| 0| The cook is looking over the order to make sure everything is right .
2194283350.jpg| 1| Two people working together serving food at a restaurant .
2194283350.jpg| 2| A woman is retrieving food from a restaurant 's kitchen .
2194283350.jpg| 3| Two employees working at a restaurant during Dinnertime .
2194283350.jpg| 4| Two women in red shirts are standing in a kitchen .
2194286203.jpg| 0| A little girl and boy play in the sand on the beach .
2194286203.jpg| 1| A young boy and girl play together in the sand .
2194286203.jpg| 2| Two children build a sand castle on the beach .
2194286203.jpg| 3| two kids building a sand castle
2194286203.jpg| 4| boy and girl make a sand castle
2194450229.jpg| 0| A woman in a white shirt and hat is playing tennis outside on a blue tennis court .
2194450229.jpg| 1| A tennis player in a purple shirt is getting ready to swing her racket .
2194450229.jpg| 2| A lady wearing a white t-shirt and a pink skirt is playing tennis .
2194450229.jpg| 3| A female tennis player on a blue court prepares to hit the ball .
2194450229.jpg| 4| A woman in a pink skirt is serving a ball in a tennis game .
2194466679.jpg| 0| Professional tennis player preparing to make her serve during a game .
2194466679.jpg| 1| Woman holding tennis racket , while a person on looks from behind .
2194466679.jpg| 2| A tennis player in a pink outfit serves the ball to her opponent .
2194466679.jpg| 3| A woman in a pink outfit is about to serve a tennis ball .
2194466679.jpg| 4| Girl playing tennis while spectator watches from behind .
2194494220.jpg| 0| a woman skiing down a snowy mountain with a brown dog on a lesh running with her
2194494220.jpg| 1| The brown dog pulls a skier across snow-covered ground .
2194494220.jpg| 2| A person is skijoring with a dog in the mountains .
2194494220.jpg| 3| A woman crosscountry skiing , with a brown dog .
2194494220.jpg| 4| A person skis with their dog .
2194495372.jpg| 0| Young boys are running around a field during a soccer game .
2194495372.jpg| 1| Children playing soccer on a field while parents watch .
2194495372.jpg| 2| Two kids are photographed playing soccer in a field .
2194495372.jpg| 3| Two kids are running in a soccer game .
2194495372.jpg| 4| Boys and adults at a soccer game .
2194794307.jpg| 0| A crowd of people in a lightly snow covered opening with trees to the left and buildings in the background .
2194794307.jpg| 1| The whole neighborhood is out enjoying the winter weather and having fun with their children .
2194794307.jpg| 2| People are walking around a picnic area that is covered in snow .
2194794307.jpg| 3| Cabins in winter surrounded by people enjoying the white powder .
2194794307.jpg| 4| People enjoying the outdoors on a snowy day .
2194797921.jpg| 0| A woman is climbing a volleyball net on a beach as two others watch .
2194797921.jpg| 1| The girl in the brown shirt is hanging onto a blue pole .
2194797921.jpg| 2| People put up a volleyball net at the beach .
2194797921.jpg| 3| People hanging up a volleyball net .
2194797921.jpg| 4| Girl climbs volleyball net at beach
2194806429.jpg| 0| Two woman ride a bicycle together as they pass a painting on a wall .
2194806429.jpg| 1| two women on a red two seater bike looking at a painting on wall
2194806429.jpg| 2| The two girls ride together on the bicycle while sightseeing .
2194806429.jpg| 3| Two women riding a tandem bicycle go by a wall painting .
2194806429.jpg| 4| Two girls on a tandem bicycle , looking at wall art .
2195256068.jpg| 0| A girl wearing a white outfit is playing tennis as others watch .
2195256068.jpg| 1| A woman wearing a white sun visor is playing tennis .
2195256068.jpg| 2| A woman with a white dress is playing tennis .
2195256068.jpg| 3| A woman in a white dress is playing tennis
2195256068.jpg| 4| A girl in white is hitting a tennis ball .
2195316844.jpg| 0| A person in a striped gray and white shirt moves his bicycle past another man in a yellow shirt and blue pants .
